name,url,rate,delivery,sale,price
Rango ركنة سرير - 280×1.80سم -موف/رمادي,https://www.jumia.com.eg//ar/rango-corner-bed-2.80180-cm-purplegray-16327123.html,0 out of 5,جنيه 172.14,17%,"جنيه 9,000.00"
OR Noise Reduction And Sound Insulation Earplug Red Household Goods Practical Yellow,https://www.jumia.com.eg//ar/generic-or-noise-reduction-and-sound-insulation-earplug-red-household-goods-practical-yellow-16398239.html,0 out of 5,جنيه 55.40,79%,جنيه 38.00
Homztown Regular Beanbag Yellow,https://www.jumia.com.eg//ar/homztown-regular-beanbag-yellow-23551077.html,2 out of 5,جنيه 52.44,40%,جنيه 850.00
مكتب قابل للطي على الحائط 90 × 50 سم بني,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-90-x-50-cm-brown-26929432.html,0 out of 5,جنيه 52.44,17%,جنيه 900.00
1/2/3/4 Seater Sofa Slipcover Stretch Protector Soft Couch Love Seat Chair Cover CUI,https://www.jumia.com.eg//ar/generic-1234-seater-sofa-slipcover-stretch-protector-soft-couch-love-seat-chair-cover-cui-15714192.html,0 out of 5,"جنيه 1,281.03",20%,"جنيه 3,746.00"
Blackout Pleated Window Shades Window Blind Blackout Light,https://www.jumia.com.eg//ar/generic-blackout-pleated-window-shades-window-blind-blackout-light-26666366.html,0 out of 5,جنيه 161.59,50%,جنيه 590.00
قاعدة كرسي مكتب بتصميم نجمة فضي -نيكل,https://www.jumia.com.eg//ar/generic-office-chair-base-with-star-design-nickel-silver-39620257.html,0 out of 5,جنيه 52.44,50%,جنيه 600.00
OR Art Painting Handmade Full Diamond Cross Stitch Wall Decoration Multi-color,https://www.jumia.com.eg//ar/generic-or-art-painting-handmade-full-diamond-cross-stitch-wall-decoration-multi-color-16400134.html,0 out of 5,جنيه 80.56,69%,جنيه 242.00
Double Layer Underwear Storage Box Drawer Fabric,https://www.jumia.com.eg//ar/generic-double-layer-underwear-storage-box-drawer-fabric-36824730.html,0 out of 5,جنيه 658.11,48%,"جنيه 3,126.76"
"StyleWayz وحه فنية جدارية من الخشب المعتق الطبيعي و المعشق, استايل بوهو مودرن , من اللون الأزرق تابلوة من الفن الجيوميتري الهندسي",https://www.jumia.com.eg//ar/stylewayz-ethnic-geometric-art-confetti-vintage-wood-wall-art-style-boho-modern-23610234.html,0 out of 5,جنيه 10.83,0%,"جنيه 1,300.00"
Sola بانكيت بجزامة 50×50×120 سم من سولا - رمادي وذهبي,https://www.jumia.com.eg//ar/sola-banquet-with-boots-50-x-50-x-120-cm-gray-and-gold-37973286.html,0 out of 5,جنيه 52.44,0%,"جنيه 5,999.00"
Wonderlife 1Pc Night Light Tissue Box Household Napkin Container Home Decoration Ornament,https://www.jumia.com.eg//ar/generic-wonderlife-1pc-night-light-tissue-box-household-napkin-container-home-decoration-ornament-31805374.html,0 out of 5,جنيه 442.14,49%,"جنيه 2,053.68"
General مكتب عصرى مع رفوف جانبية  - ابيض - 120×60 سم,https://www.jumia.com.eg//ar/general-modern-office-with-side-shelves-white-12060-cm-38822915.html,0 out of 5,جنيه 52.44,50%,"جنيه 2,500.00"
Ahda Deco طاقم تربيزات رسم يدوي ماندالا - 2 قطعه بالاضافه للحامل,https://www.jumia.com.eg//ar/ahda-deco-mandala-style-fold-able-tables-set-2pcs-with-holder-34705872.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,250.00"
ماكرو هوم مكتب - 90*40*75 سم,https://www.jumia.com.eg//ar/generic-macro-home-office-desk-904075cm-38835550.html,0 out of 5,جنيه 52.44,54%,"جنيه 2,000.00"
سرير كابتونيه مودرن خشب - 195*120*120 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-capton-bed-195120120-cm-33721218.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
OR DIY Diamond Painting Accessories Cross Stitch Embroidery Pen Tray Glue Kit green,https://www.jumia.com.eg//ar/generic-or-diy-diamond-painting-accessories-cross-stitch-embroidery-pen-tray-glue-kit-green-16399584.html,0 out of 5,جنيه 72.42,69%,جنيه 176.00
Flamingo لارج بين باج فلامينجو,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-pink-23416538.html,3 out of 5,جنيه 52.44,0%,جنيه 670.00
Penguin Group  بين باج كومفورت فلوك - 70*95 - تركواز,https://www.jumia.com.eg//ar/penguin-group-comfort-bean-bag-flock-7095-turquoise-22993521.html,0 out of 5,جنيه 52.44,13%,جنيه 977.00
3D Window Film Rainbow Reflective Decorative Privacy Static,https://www.jumia.com.eg//ar/generic-3d-window-film-rainbow-reflective-decorative-privacy-static-37590596.html,0 out of 5,جنيه 136.50,50%,جنيه 454.40
هوم جاليري وحدة تلفزيون 40x30x180 أبيض,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-40x30x180-white-26929351.html,0 out of 5,جنيه 22.23,17%,"جنيه 5,334.00"
سريركابتونيه مودرن خشب  120*195 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-33889271.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
Marfy Touch ترابيزه انتريه مودرن - 55سم في 100سم,https://www.jumia.com.eg//ar/marfy-touch-modern-living-room-table-55x100-cm-black-x-white-21502070.html,0 out of 5,جنيه 172.14,40%,"جنيه 4,500.00"
Big كنبة سحارة سرير من بيج - كشمير,https://www.jumia.com.eg//ar/big-storage-sofa-bed-from-big-cashmere-22451644.html,0 out of 5,جنيه 172.14,10%,"جنيه 5,000.00"
Rango ركنة سرير - 260×190سم -بني,https://www.jumia.com.eg//ar/rango-sectional-sofa-190x260-cm-brown-16649228.html,4 out of 5,جنيه 172.14,8%,"جنيه 6,000.00"
Sedra Leather Soccer Bean Bag - White/Gold,https://www.jumia.com.eg//ar/sedra-leather-soccer-bean-bag-whitegold-607517.html,4 out of 5,جنيه 52.44,0%,جنيه 650.00
كرسي بلاستيك قابل للطي - ابيض,https://www.jumia.com.eg//ar/generic-plastic-foldable-chair-white-27982472.html,0 out of 5,جنيه 52.44,0%,جنيه 499.00
Two Seats Sofa Cushion Furniture Protector Cover Pad Pet Waterproof CUI,https://www.jumia.com.eg//ar/generic-two-seats-sofa-cushion-furniture-protector-cover-pad-pet-waterproof-cui-15717448.html,0 out of 5,جنيه 768.58,20%,"جنيه 2,015.00"
Sola طقم ترابيزات 2 قطعة متداخله ستانلس ستيل سطح رخام أسود من سولا,https://www.jumia.com.eg//ar/sola-table-set-of-2-pieces-interlocking-stainless-steel-black-marble-surface-from-sola-37973051.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,199.00"
Art House ترابيزه كارمن من ارت هاوس للاثاث,https://www.jumia.com.eg//ar/art-house-carmen-coffee-table-by-art-house-furniture-37820259.html,0 out of 5,جنيه 172.14,17%,"جنيه 9,999.00"
طقم كعب كرسى سيليكون للحفاظ على الارضية 4 قطع,https://www.jumia.com.eg//ar/generic-4pc-table-chair-leg-silicone-cap-pad-furniture-table-feet-cover-floor-protector-gray-29011106.html,0 out of 5,جنيه 52.44,10%,جنيه 50.00
Home Gallery Side Table - Beige D21 X H55 X W60,https://www.jumia.com.eg//ar/generic-home-gallery-side-table-beige-d21-x-h55-x-w60-27487766.html,0 out of 5,جنيه 172.14,17%,جنيه 876.00
Rango كنبة سرير بريمو بني-120*200سم,https://www.jumia.com.eg//ar/rango-bed-sofa-primo-brown-120200-cm-20301766.html,0 out of 5,جنيه 172.14,17%,"جنيه 6,000.00"
21/22cm Black Induction Hob Converter Heat Diffuser Disc Adapter Plate Saucepan,https://www.jumia.com.eg//ar/generic-2122cm-black-induction-hob-converter-heat-diffuser-disc-adapter-plate-saucepan-24085258.html,0 out of 5,جنيه 213.95,50%,جنيه 226.00
General دفاية مودرون دهانات يددوية,https://www.jumia.com.eg//ar/general-hand-painted-modern-style-fireplace-33901536.html,0 out of 5,جنيه 172.14,0%,"جنيه 6,850.00"
Takara Tomy Licca-chan Dress LF-08 Dreaming Princess Crystal Dresser Set,https://www.jumia.com.eg//ar/takara-tomy-licca-chan-dress-lf-08-dreaming-princess-crystal-dresser-set-28215650.html,0 out of 5,جنيه 389.71,0%,"جنيه 1,024.00"
Artistico Folding Chair,https://www.jumia.com.eg//ar/artistico-folding-chair-26779304.html,0 out of 5,جنيه 52.44,10%,"جنيه 2,000.00"
Art House ركنه لاتويا حرف (L) من ارت هاوس للاثاث,https://www.jumia.com.eg//ar/art-house-latoia-sofa-bed-l-shape-by-art-house-furniture-35067270.html,0 out of 5,جنيه 172.14,25%,"جنيه 49,000.00"
حامل اجهزه ومحرك اثاث,https://www.jumia.com.eg//ar/generic-furniture-holder-and-furniture-mover-30761863.html,0 out of 5,جنيه 52.44,0%,جنيه 307.00
Big كنبة بريمو سرير من بيج - بنيتي,https://www.jumia.com.eg//ar/big-brimo-sofa-bed-from-big-maroon-22451637.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,500.00"
مكتب قابل للطي على الحائط 120 × 60 سم بني,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-120-x-60-cm-brown-26929438.html,0 out of 5,جنيه 52.44,17%,"جنيه 1,050.00"
Marfy Touch فوتيه مميز لمختلف الاماكن - أبيض,https://www.jumia.com.eg//ar/marfy-touch-one-modern-chair-white-23911625.html,0 out of 5,جنيه 52.44,27%,"جنيه 6,000.00"
رف لتبريد الطعام وتصريف الزيت من الستانلس ستيل,https://www.jumia.com.eg//ar/generic-stainless-steel-food-cooling-and-oil-drain-rack-40050576.html,0 out of 5,جنيه 52.44,40%,جنيه 239.00
Artistico مكتب أطفال +كرسي,https://www.jumia.com.eg//ar/artistico-childrens-deskchair-33237314.html,0 out of 5,جنيه 172.14,9%,"جنيه 3,500.00"
SOLID Diverter 3-way Diverter Valve All 1/2 Inch IPS Shower,https://www.jumia.com.eg//ar/generic-solid-diverter-3-way-diverter-valve-all-12-inch-ips-shower-37617015.html,0 out of 5,جنيه 166.46,50%,جنيه 616.32
Woplek كومودينو,https://www.jumia.com.eg//ar/woplek-comodino-36943544.html,0 out of 5,جنيه 172.14,43%,"جنيه 5,000.00"
Artistico مكتب معدني - 120 سم,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19200218.html,0 out of 5,جنيه 52.44,22%,"جنيه 3,000.00"
مرتبة مورا الطبى ضمان  عشر سنين المقاس 150 ارتفاع 30,https://www.jumia.com.eg//ar/generic-medical-mattress-width-150-length-195-high-30-24394255.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,799.00"
ترابيزة جانبية مودرن - خشب مصنع,https://www.jumia.com.eg//ar/generic-minttm-side-table-engineered-wood-40844537.html,0 out of 5,جنيه 172.14,41%,"جنيه 1,600.00"
ترابيزة تليفزيون 120*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38827641.html,0 out of 5,جنيه 172.14,68%,"جنيه 3,000.00"
Art House  طقم ترابيزه ميرا تصميم ارت هاوس - ثلاث قطع,https://www.jumia.com.eg//ar/art-house-mera-coffee-table-set-by-art-house-furniture-dark-marble-36515549.html,0 out of 5,جنيه 172.14,16%,"جنيه 14,199.00"
Folding Chair - White,https://www.jumia.com.eg//ar/generic-folding-chair-white-28072093.html,0 out of 5,جنيه 52.44,0%,جنيه 555.00
2Pcs Lazy Sofa Cover Unfilled Linen Recliner Seat Bean Bag,https://www.jumia.com.eg//ar/generic-2pcs-lazy-sofa-cover-unfilled-linen-recliner-seat-bean-bag-37049740.html,0 out of 5,جنيه 414.67,44%,"جنيه 1,762.00"
In Home كنبة سرير -نيو صحارة-رمادي,https://www.jumia.com.eg//ar/in-home-sofa-bed-new-sahara-gray-23911537.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,500.00"
Sedra Waterproof Buff Bean Bag - Blue,https://www.jumia.com.eg//ar/sedra-waterproof-buff-bean-bag-blue-682930.html,0 out of 5,جنيه 52.44,0%,جنيه 350.00
Sedra Waterproof Buff Bean Bag - Orange,https://www.jumia.com.eg//ar/sedra-waterproof-buff-bean-bag-orange-682924.html,0 out of 5,جنيه 52.44,0%,جنيه 350.00
كرسى بلاستيك مقص ابيض قابل للطى ,https://www.jumia.com.eg//ar/generic-plastic-chair-white-foldable-scissors.-23537071.html,5 out of 5,جنيه 52.44,29%,جنيه 650.00
مصرف زيتي مستطيل لرف التبريد,https://www.jumia.com.eg//ar/generic-rectangular-oil-drain-for-cooling-rack-40050580.html,0 out of 5,جنيه 52.44,40%,جنيه 269.00
General سرير كابتونية بيج من ريلاكس هوم,https://www.jumia.com.eg//ar/general-beige-capton-bed-from-royal-home-29249247.html,0 out of 5,جنيه 52.44,0%,"جنيه 5,500.00"
Woplek ترابيزة قهوة,https://www.jumia.com.eg//ar/woplek-coffee-table-whitebrown-36943541.html,0 out of 5,جنيه 172.14,54%,"جنيه 3,500.00"
ترابيزة ديكور - 50*60 سم - ذهبي,https://www.jumia.com.eg//ar/generic-stylish-coffee-table-5040-cm-gold-15392995.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,500.00"
هوم جاليري وحدة تلفزيون 35x30x122 بني * أبيض,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-35x30x122-brownwhite-26929509.html,0 out of 5,جنيه 52.44,17%,"جنيه 4,482.00"
Forbed مرتبه بدلاين فلوريدا 26سم,https://www.jumia.com.eg//ar/forbed-bedline-florida-matress-26cm-32522976.html,0 out of 5,جنيه 172.14,13%,"جنيه 5,125.00"
كرسى منزلى اسود,https://www.jumia.com.eg//ar/generic-household-chair-black-23133457.html,0 out of 5,جنيه 52.44,27%,"جنيه 2,200.00"
Sola ترابيزة ستانلس ستيل ذهبي من سولا,https://www.jumia.com.eg//ar/sola-golden-stainless-steel-table-from-sola-37973055.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,899.00"
Rango ركنة سرير+بوف كابوتنيه هدية,https://www.jumia.com.eg//ar/rango-sofa-bed-corner-puff-capitone-gift-16649222.html,0 out of 5,جنيه 172.14,5%,"جنيه 6,000.00"
Penguin  بوف أسطواني سطح كابتونيه - صغير قطيفة 30*40 - رمادي,https://www.jumia.com.eg//ar/penguin-capitone-round-plush-puff-small-plush-3040-grey-38581495.html,0 out of 5,جنيه 52.44,13%,جنيه 286.00
Rango كنبة سرير -نبيتي,https://www.jumia.com.eg//ar/rango-sofa-bed-maroon-17498120.html,4.3 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
General كومدينو مودرن من او ل لاجشرى,https://www.jumia.com.eg//ar/general-all-luxury-nightstand-ll-xx-31690832.html,0 out of 5,جنيه 52.44,30%,"جنيه 3,000.00"
Ariika سمول باف باف بين باج,https://www.jumia.com.eg//ar/ariika-small-puff-puff-kids-beanbag-23133730.html,0 out of 5,جنيه 52.44,15%,جنيه 920.00
Farhan البف السحري ال5*1,https://www.jumia.com.eg//ar/farhan-chairs-30370815.html,0 out of 5,جنيه 52.44,55%,"جنيه 5,000.00"
Cozy كوزي مينى سبين بوف بين باج (40*30*30),https://www.jumia.com.eg//ar/cozy-mini-spien-beanbag-403030-green-40278067.html,0 out of 5,جنيه 52.44,0%,جنيه 220.00
Big كنبة سرير سوبر من بيج - رمادي × بني,https://www.jumia.com.eg//ar/big-super-sofa-bed-beige-brown-22454261.html,0 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
سرير اطفال خشب زان ابيض شامل جميع محتوياته مرتبة وجوانب حماية وملاية ومخدة,https://www.jumia.com.eg//ar/generic-baby-wooden-white-bed-39158215.html,0 out of 5,جنيه 52.44,0%,"جنيه 3,300.00"
Bean2GO بين باج جراند قماش من بين توجو - أصفر,https://www.jumia.com.eg//ar/grand-fabric-beanbag-by-bean2go-yellow-bean2go-mpg888937.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,250.00"
Habitat هابيتات (كومفورت) -120*200 - مرتبة سوست متصلة - ارتفاع : 29سم,https://www.jumia.com.eg//ar/habitat-comfort-pocket-spring-mattress-120x200-height-29cm-33841953.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,889.00"
ستائر التعتيم لغرفة النوم ستائر الغرفة المعزولة لغرفة المعيشة ، مجموعة من لوحتين (53 * 95 بوصة),https://www.jumia.com.eg//ar/generic-blackout-curtains-for-bedroom-grommet-insulated-room-21398614.html,0 out of 5,جنيه 601.89,50%,"جنيه 2,970.00"
Arikaty ركنة سرير سوبر - 280×1.80سم -كحلي,https://www.jumia.com.eg//ar/arikaty-corner-bed-2.80180-cm-dark-blue-22735032.html,0 out of 5,جنيه 172.14,10%,"جنيه 6,999.00"
Coffee Table Set - 3 Pcs - White,https://www.jumia.com.eg//ar/generic-coffee-table-set-3-pcs-white-38826797.html,0 out of 5,جنيه 172.14,41%,"جنيه 1,450.00"
Trade Secret عبوتان العناية بالاثاث وإزالة الخدوش للخشب الداكن والفاتح,https://www.jumia.com.eg//ar/trade-secret-2-furniture-care-and-scratch-removal-packs-for-dark-and-light-wood-26801699.html,0 out of 5,جنيه 172.14,74%,جنيه 285.00
Home Gallery Side Table - BEIGE W30 X D40 X H57,https://www.jumia.com.eg//ar/generic-home-gallery-side-table-beige-w30-x-d40-x-h57-27487796.html,0 out of 5,جنيه 172.14,17%,جنيه 528.00
Cupboard Cabinet Drawer Vintage Lion Head Ring Pull Knob Handle 5 Pcs,https://www.jumia.com.eg//ar/generic-cupboard-cabinet-drawer-vintage-lion-head-ring-pull-knob-handle-5-pcs-32467882.html,0 out of 5,جنيه 88.38,46%,جنيه 389.76
Bean2GO جراند بين باج قماش مطبوع من بين توجو - صواريخ  ,https://www.jumia.com.eg//ar/bean2go-grand-fabric-pattern-beanbag-by-bean2go-rocket-23513438.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,250.00"
CIRÉM كومفي مرتبة طبية ميموري فوم,https://www.jumia.com.eg//ar/cirem-comfy-medical-memory-foam-mattress-40146664.html,0 out of 5,جنيه 172.14,10%,"جنيه 20,010.00"
El Helal W El Negma كرسي اطفال راتان - مقاوم للكسر,https://www.jumia.com.eg//ar/el-helal-w-el-negma-ratan-child-chair-for-kids-38922228.html,0 out of 5,جنيه 52.44,0%,جنيه 150.00
Marfy Touch وحده حمام خشبيه  - 80سم  في 80سم- بني,https://www.jumia.com.eg//ar/marfy-touch-wooden-bathroom-unit-80cm-x-80cm-brown-16445988.html,0 out of 5,جنيه 52.44,26%,"جنيه 3,500.00"
Rango ركنة سرير - كاشمير,https://www.jumia.com.eg//ar/rango-corner-bed-kashmir-20888326.html,0 out of 5,جنيه 172.14,7%,"جنيه 7,000.00"
مرتبة مورا ضمان عشر سنين المقاس 180 ارتفاع 25,https://www.jumia.com.eg//ar/generic-mattress-width-180-length-195-high-25-24333660.html,0 out of 5,جنيه 172.14,28%,"جنيه 4,999.00"
Marfy Touch عدد 3 طرابيزه قهوه,https://www.jumia.com.eg//ar/marfy-touch-set-of-3-coffee-tables-21845332.html,0 out of 5,جنيه 172.14,56%,"جنيه 2,500.00"
SunBoat Commerce طاولة قابلة للطي 75.50 سم مع 9 مستويات بارتفاعات قابلة للتعديل,https://www.jumia.com.eg//ar/sunboat-commerce-75.50-cm-folding-table-with-9-level-adjustable-heights-22891423.html,0 out of 5,جنيه 172.14,25%,"جنيه 3,750.00"
General كرسي بار اسود ارتفاع 70 سم من كوكووو,https://www.jumia.com.eg//ar/general-black-bar-stool-70-cm-high-from-cocoo-41200209.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,700.00"
Rango ركنةسرير -ريتش رانجو,https://www.jumia.com.eg//ar/rango-corner-bed-rich-rango-20235472.html,0 out of 5,جنيه 172.14,7%,"جنيه 7,000.00"
Computer Swivel Chair Cover Elastic Household Split Chair,https://www.jumia.com.eg//ar/generic-computer-swivel-chair-cover-elastic-household-split-chair-37673382.html,0 out of 5,جنيه 174.87,50%,جنيه 661.76
Star Curtains Stars Blackout Curtains For Kids Girls,https://www.jumia.com.eg//ar/generic-star-curtains-stars-blackout-curtains-for-kids-girls-21398015.html,0 out of 5,جنيه 458.70,50%,"جنيه 2,196.00"
2 PCS Patio Umbrella Steel Anchor Stand Beach Umbrella,https://www.jumia.com.eg//ar/generic-2-pcs-patio-umbrella-steel-anchor-stand-beach-umbrella-35403076.html,0 out of 5,جنيه 316.47,44%,"جنيه 1,284.48"
Cartoon Linen Desk Storage Holder Cotton Organizer Sundries Cute Home Decor,https://www.jumia.com.eg//ar/generic-cartoon-linen-desk-storage-holder-cotton-organizer-sundries-cute-home-decor-1066891.html,0 out of 5,جنيه 99.06,64%,جنيه 346.00
مرتبة مورا طبى ضمان  عشر سنين المقاس 100 ارتفاع 20,https://www.jumia.com.eg//ar/generic-medical-mattress-width-100-length-195-high-20-28210267.html,0 out of 5,جنيه 172.14,13%,"جنيه 3,000.00"
كادي بوف (صناعة يدوية) قطر 50 * 25 ارتفاع سم,https://www.jumia.com.eg//ar/generic-kade-pouf-hand-made-50-diameter-25-height-cm-34603154.html,0 out of 5,جنيه 52.44,25%,"جنيه 1,200.00"
Jute Simple Tissue Box Living Room Cotton Pumping Tissue Case Car Towel Napkin Papers Holder Pouch Table Home Decor-C,https://www.jumia.com.eg//ar/generic-jute-simple-tissue-box-living-room-cotton-pumping-tissue-case-car-towel-napkin-papers-holder-pouch-table-home-decor-c-34695774.html,0 out of 5,جنيه 149.12,48%,جنيه 499.02
Camping Hiking Travel Kneeling Gardening Supplies,https://www.jumia.com.eg//ar/generic-outdoor-sleeping-foldable-camping-seat-cushion-sitting-mat-gray-28480699.html,0 out of 5,جنيه 233.93,33%,جنيه 251.00
Woplek ترابيزة قهوة,https://www.jumia.com.eg//ar/woplek-coffee-table-36943543.html,0 out of 5,جنيه 172.14,25%,"جنيه 2,775.00"
El Helal W El Negma ديسك مكتب بامبينو للاطفال بلاستيك  مناسب للجنسين,https://www.jumia.com.eg//ar/el-helal-w-el-negma-childrens-desk-table-bambino-fuchsia-27276860.html,0 out of 5,جنيه 10.83,0%,جنيه 420.00
هوم جاليري طاولة جانبية مقاس 67x58x37,https://www.jumia.com.eg//ar/generic-home-gallery-side-table-67x58x-37-26929362.html,0 out of 5,جنيه 22.23,17%,"جنيه 1,434.00"
Arikaty ركنة سرير - 260×190سم -بني,https://www.jumia.com.eg//ar/arikaty-corner-bed-260x190-cm-brown-free-pouf-4040cm-27302005.html,1 out of 5,جنيه 172.14,17%,"جنيه 5,999.00"
General بوفية برون من اول لاجشرى ,https://www.jumia.com.eg//ar/general-all-luxury-buffet-brown-1409040-27301985.html,0 out of 5,جنيه 52.44,14%,"جنيه 7,000.00"
ترابيزه انتريه مودرن - مقاس 90 * 50 *40 سم,https://www.jumia.com.eg//ar/generic-modern-table-90x50x40cm-16806541.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,350.00"
Rango كنبة سرير- رانجو,https://www.jumia.com.eg//ar/rango-sofa-bed-rango-25309600.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
Big ركنة سرير سوبر من بيج - موف × رمادي,https://www.jumia.com.eg//ar/big-super-corner-bed-purple-gray-22454259.html,0 out of 5,جنيه 172.14,10%,"جنيه 5,900.00"
El Helal W El Negma كرسي أطفال بلاستيك - بندق -,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-green-28222189.html,0 out of 5,جنيه 52.44,0%,جنيه 240.00
Arikaty Sofa Bed - Dark Blue +  Cushions - Yellow - 2 Pcs,https://www.jumia.com.eg//ar/arikaty-sofa-bed-dark-blue-cushions-yellow-2-pcs-22735026.html,0 out of 5,جنيه 172.14,17%,"جنيه 3,999.00"
In Home سرير120سم كابتونيه بيج,https://www.jumia.com.eg//ar/bed-120-cm-capton-beige-in-home-mpg871827.html,5 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
General Home  Studying Desk - 90x80x40 -  White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x80x40-white-38453560.html,0 out of 5,جنيه 172.14,29%,"جنيه 1,300.00"
Big كنبة سحارة سرير من بيج - رمادي,https://www.jumia.com.eg//ar/big-storage-sofa-bed-from-big-gray-22451632.html,0 out of 5,جنيه 172.14,10%,"جنيه 5,000.00"
Big كنبة سرير كلاسيك - موف,https://www.jumia.com.eg//ar/big-classic-sofa-bed-purple-23140673.html,0 out of 5,جنيه 172.14,30%,"جنيه 4,000.00"
Artistico كمود 45 سم,https://www.jumia.com.eg//ar/artistico-commode-45-cm-22365290.html,0 out of 5,جنيه 172.14,18%,"جنيه 2,200.00"
كرسي محمول قابل للطي للتخييم في الحديقة ، كرسي للصيد والمشي لمسافات طويلة والسفر في الهواء الطلق....,https://www.jumia.com.eg//ar/generic-portable-foldable-chair-30841240.html,0 out of 5,جنيه 52.44,25%,جنيه 379.50
Epoch Sylvanian Families Furniture Single Bed 11.5x6.3x6.1cm Ka-523,https://www.jumia.com.eg//ar/epoch-sylvanian-families-furniture-single-bed-11.5x6.3x6.1cm-ka-523-28215656.html,0 out of 5,جنيه 235.79,0%,جنيه 608.00
Art House ترابيزه ديل اكريليك من ارت هاوس للاثاث,https://www.jumia.com.eg//ar/art-house-dell-acrylic-coffee-table-by-art-house-furniture-37807793.html,0 out of 5,جنيه 172.14,13%,"جنيه 14,499.00"
Sola طقم ترابيزات 3 قطع أسود - زجاج أسود من سولا,https://www.jumia.com.eg//ar/sola-3-pieces-black-table-set-black-glass-30761837.html,0 out of 5,جنيه 172.14,18%,"جنيه 3,000.00"
Bean2GO جاينت بين باج قماش من بين توجو - بنفسجي,https://www.jumia.com.eg//ar/bean2go-giant-fabric-beanbag-by-bean2go-purple-23513428.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,800.00"
Multifunctional Lap Desk Holder Computer Table For iPad,https://www.jumia.com.eg//ar/generic-multifunctional-lap-desk-holder-computer-table-for-ipad-38444577.html,0 out of 5,جنيه 349.92,49%,"جنيه 1,576.00"
Arikaty ركنة سرير - 280×1.80سم -موف/رمادي,https://www.jumia.com.eg//ar/arikaty-corner-bed-2.80180-cm-purplegray-27302015.html,0 out of 5,جنيه 172.14,10%,"جنيه 6,999.00"
Beroia وحدة حمام,https://www.jumia.com.eg//ar/beroia-bathroom-unit-27214099.html,0 out of 5,جنيه 52.44,0%,"جنيه 5,850.00"
بف عسيري حشو قطن يدوي  - تركواز,https://www.jumia.com.eg//ar/generic-asseri-cotton-buff-stuffed-handmade-modern-turquoise-30506751.html,0 out of 5,جنيه 52.44,0%,جنيه 375.00
Hub Furniture سرير 180 سم مودرن بيج في رمادى داكن,https://www.jumia.com.eg//ar/hub-furniture-tunahan-180-cm-bed-in-dark-grey-30903142.html,0 out of 5,جنيه 172.14,0%,"جنيه 15,000.00"
6 Pcs Soft Rubber Desk Corner Pad Cover Protector Cushion Transparent,https://www.jumia.com.eg//ar/generic-6-pcs-soft-rubber-desk-corner-pad-cover-protector-cushion-transparent-32112031.html,0 out of 5,جنيه 42.32,46%,جنيه 158.40
Rango 3 × 1 Sofa - Dark Red,https://www.jumia.com.eg//ar/rango-3-1-sofa-dark-red-18974975.html,3 out of 5,جنيه 172.14,17%,"جنيه 3,000.00"
OR 11pcs DIY 5D Diamond Painting Tools Set Stitch Pen Accessories Multicolor,https://www.jumia.com.eg//ar/generic-or-11pcs-diy-5d-diamond-painting-tools-set-stitch-pen-accessories-multicolor-16399924.html,0 out of 5,جنيه 82.41,68%,جنيه 257.00
Home  Studying Desk - 90x80x40 -  White,https://www.jumia.com.eg//ar/generic-home-studying-desk-90x75x40-white-38826834.html,0 out of 5,جنيه 172.14,56%,"جنيه 2,000.00"
Homztown بابل بين باج سابيا كحلي,https://www.jumia.com.eg//ar/homztown-bubble-bean-bag-sabia-navy-blue-23551139.html,5 out of 5,جنيه 52.44,31%,"جنيه 1,999.00"
